Loan_ID,Gender,Married,Dependents,Education,Self_Employed,EmploymentType,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status
LP100747,Male,Yes,0,Graduate,No,Salaried,3172.38,0.0,119.89,300,1.0,Semiurban,Y
LP100271,Male,Yes,0,Graduate,Yes,Freelancer,5549.8,5086.23,416.82,240,1.0,Urban,Y
LP100861,Male,No,0,Graduate,Yes,Freelancer,2932.7,0.0,142.9,300,0.0,Rural,N
LP100315,Male,No,0,Graduate,,Business Owner,12695.8,4516.51,633.38,,0.0,Urban,N
LP100609,Female,No,0,Graduate,No,Salaried,4912.73,2265.56,248.16,180,0.0,Semiurban,Y
LP100284,Male,Yes,3+,Graduate,No,Unemployed,1501.62,1951.78,144.17,,1.0,Rural,Y
LP100724,Male,Yes,3+,Graduate,Yes,Business Owner,9590.53,2869.86,449.5,120,1.0,Urban,Y
LP100363,,No,,Graduate,No,Salaried,5386.51,3800.98,327.07,180,1.0,Semiurban,Y
LP100895,Male,No,0,Graduate,No,Salaried,3153.79,0.0,117.05,300,0.0,Rural,N
LP100706,Female,Yes,2,Graduate,Yes,Business Owner,13257.03,2362.11,644.03,120,1.0,Rural,Y
LP100421,Male,Yes,0,Graduate,Yes,Business Owner,8650.64,0.0,348.45,240,1.0,Rural,Y
LP100545,Male,Yes,2,Graduate,Yes,Self-Employed,6648.91,2718.89,378.04,300,1.0,Semiurban,Y
LP100324,Female,Yes,1,Graduate,No,Salaried,2629.0,0.0,153.07,180,1.0,Semiurban,Y
LP100584,,,0,Not Graduate,No,Salaried,500,0.0,14.81,300,1.0,Rural,Y
LP100034,Female,No,2,Graduate,No,Salaried,2349.82,0.0,10,360,1.0,Semiurban,Y
LP100068,Male,Yes,0,Not Graduate,No,Salaried,3060.06,0.0,75.54,180,1.0,Urban,Y
LP100246,Male,Yes,3+,Graduate,No,Salaried,4105.85,3315.5,266.63,120,1.0,Rural,Y
LP100136,Male,No,0,Graduate,Yes,Self-Employed,3426.05,0.0,122.54,300,0.0,Rural,N
LP100836,,No,0,Not Graduate,No,Salaried,3361.66,0.0,141.62,240,0.0,Urban,N
LP100471,Male,Yes,2,Graduate,No,Salaried,5741.16,0.0,176.47,240,1.0,Semiurban,Y
LP100386,Female,No,0,Graduate,Yes,Self-Employed,4893.96,3361.39,347.97,360,1.0,Semiurban,Y
LP100882,Male,Yes,3+,Graduate,No,Salaried,500,0.0,10,180,0.0,Urban,N
LP100701,Male,Yes,,Graduate,No,Salaried,2317.91,0.0,115.06,300,1.0,Rural,Y
LP100009,Male,Yes,0,Graduate,Yes,Business Owner,4141.85,0.0,135.99,240,1.0,Urban,Y
LP100105,Female,Yes,0,Graduate,,Salaried,2836.76,1388.12,179.86,120,1.0,Rural,Y
LP100033,Male,Yes,2,Not Graduate,Yes,Freelancer,2368.18,0.0,126.77,120,1.0,Urban,Y
LP100444,Male,Yes,1,Not Graduate,Yes,Business Owner,4707.32,1956.76,264.51,300,1.0,Semiurban,Y
LP100554,Female,Yes,2,Not Graduate,No,Salaried,2827.5,0.0,48.34,240,1.0,Rural,Y
LP100930,Male,Yes,2,Graduate,No,Salaried,3273.36,1920.37,210.29,300,1.0,Urban,Y
LP100041,Male,No,1,Graduate,No,Salaried,6202.61,1374.12,279.24,240,1.0,Rural,Y
LP100241,Male,Yes,0,Graduate,No,Salaried,3499.75,0.0,157.13,300,1.0,Rural,Y
LP100301,Male,No,0,Graduate,Yes,Self-Employed,5613.36,0.0,244.14,360,1.0,Rural,Y
LP100480,Male,Yes,1,Not Graduate,No,Salaried,3681.77,844.88,192.79,,1.0,Urban,Y
LP100503,,No,1,Graduate,No,Unemployed,1952.67,0.0,10,120,,Semiurban,Y
LP100245,Male,No,1,Graduate,No,Salaried,1611.22,0.0,19.19,300,1.0,Rural,Y
LP100379,Male,No,2,Not Graduate,No,Salaried,1877.36,3419.1,237.32,180,0.0,Urban,N
LP100463,Female,Yes,0,Graduate,Yes,Business Owner,8810.31,2924.89,466.68,360,1.0,Urban,Y
LP100712,Male,No,1,Graduate,No,Salaried,5874.78,0.0,279.45,180,1.0,Urban,Y
LP100543,Male,No,2,Graduate,Yes,Freelancer,4584.3,3303.68,332.4,360,0.0,Semiurban,N
LP100869,Male,Yes,3+,Graduate,No,Salaried,2940.61,0.0,101.76,300,1.0,Semiurban,Y
LP100694,Male,Yes,0,Graduate,Yes,Self-Employed,3620.3,0.0,193.19,240,1.0,Urban,Y
LP100611,Male,Yes,0,Graduate,No,Salaried,2332.44,0.0,66.14,180,1.0,Urban,Y
LP100111,Male,Yes,1,Graduate,No,Salaried,4688.62,0.0,223.97,240,1.0,Rural,Y
LP100383,Male,No,0,Graduate,No,Salaried,2777.19,0.0,187.52,180,1.0,Rural,Y
LP100750,Male,Yes,0,Graduate,No,Salaried,4683.02,0.0,,,1.0,Rural,Y
LP100796,Male,Yes,2,Not Graduate,Yes,Business Owner,5952.49,203.28,205.55,360,1.0,Rural,Y
LP100537,Male,Yes,0,Graduate,No,Unemployed,1181.89,4365.52,279.18,120,1.0,Rural,Y
LP100708,Male,No,0,Graduate,No,Salaried,2120.21,0.0,54.94,120,1.0,Semiurban,Y
LP100475,Female,Yes,0,Not Graduate,Yes,Self-Employed,3035.56,2509.71,147.58,300,1.0,Urban,Y
LP100281,Male,No,0,Graduate,No,Salaried,2804.79,5311.24,341.49,240,1.0,Urban,Y
LP100415,Male,Yes,0,Graduate,Yes,Self-Employed,5717.79,207.77,215.46,120,1.0,Semiurban,Y
LP100293,Male,Yes,2,Not Graduate,Yes,Business Owner,5858.47,0.0,251.1,360,1.0,Rural,N
LP100016,Male,Yes,0,Graduate,No,Salaried,4457.09,0.0,206.86,240,1.0,Rural,Y
LP100657,Male,Yes,0,Graduate,Yes,Self-Employed,5568.72,2436.01,298.89,120,0.0,Urban,N
LP100626,Male,Yes,0,Not Graduate,No,Salaried,2522.52,0.0,76.61,,1.0,Urban,Y
LP100046,Male,No,0,Graduate,No,Salaried,2786.76,0.0,112.42,360,1.0,Semiurban,Y
LP100313,Male,Yes,2,Graduate,No,Salaried,3449.08,3240.47,,360,1.0,Rural,Y
LP100906,Female,No,0,Graduate,No,Salaried,5211.36,0,203.24,120,1.0,Rural,Y
LP100663,Male,No,0,Not Graduate,Yes,Self-Employed,4004.57,0.0,119.89,300,1.0,Semiurban,Y
LP100350,Male,Yes,2,Not Graduate,Yes,Freelancer,2391.36,3613.51,260.07,180,0.0,Urban,N
LP100581,Male,No,0,Graduate,Yes,Self-Employed,5282.39,0.0,189.16,120,0.0,Rural,N
LP100349,Male,No,3+,Not Graduate,No,Salaried,2511.13,3415.13,223.15,120,1.0,Semiurban,Y
LP100161,Male,No,,Graduate,No,Unemployed,1254.84,0.0,10,120,1.0,Urban,Y
LP100232,Male,Yes,0,Graduate,No,Salaried,5514.85,320.67,212.74,300,0.0,Semiurban,N
LP100351,Male,Yes,0,Graduate,Yes,Business Owner,6489.86,4575.74,429.17,180,1.0,Urban,Y
LP100697,Male,Yes,0,Graduate,Yes,Business Owner,4776.38,0.0,227.8,240,1.0,Rural,Y
LP100146,Male,No,3+,Graduate,No,Salaried,3707.45,3189.69,,300,1.0,Urban,Y
LP100414,Male,Yes,1,Graduate,No,Salaried,7930.65,3909.22,474.18,120,1.0,Urban,Y
LP100815,Male,No,3+,Graduate,No,Salaried,3990.32,5101.84,376.36,120,,Rural,Y
LP100714,Male,No,2,Not Graduate,No,Unemployed,1654.01,0.0,98.45,300,1.0,Semiurban,Y
LP100880,,Yes,0,Not Graduate,Yes,Self-Employed,2821.42,0.0,92.41,180,0.0,Urban,N
LP100047,Male,No,2,Graduate,No,Salaried,2657.78,1742.71,166.66,180,1.0,Semiurban,Y
LP100038,Male,Yes,1,Graduate,No,Salaried,2373.42,1946.75,229.89,300,1.0,Semiurban,Y
LP100125,Male,No,0,Graduate,Yes,Business Owner,11755.37,0.0,465.72,240,1.0,Urban,Y
LP100812,Male,Yes,0,Not Graduate,No,Salaried,3975.64,2197.28,198.72,240,0.0,Semiurban,Y
LP100651,Male,Yes,0,Graduate,Yes,Self-Employed,2062.15,0.0,119.16,120,1.0,Rural,Y
LP100523,Male,No,3+,Graduate,Yes,Self-Employed,4567.13,0.0,176.86,180,1.0,Urban,Y
LP100172,Male,Yes,0,Graduate,Yes,Self-Employed,2289.75,0.0,153.46,360,1.0,Urban,Y
LP100140,Male,Yes,1,Graduate,Yes,Freelancer,2297.35,4519.06,242.54,240,,Rural,Y
LP100099,Female,Yes,0,Not Graduate,Yes,Business Owner,6929.97,221.05,307.11,360,1.0,Rural,N
LP100617,,Yes,0,Graduate,Yes,Self-Employed,5315.51,0,211.48,120,0.0,Rural,N
LP100286,Male,No,1,Graduate,No,Salaried,6865.22,0.0,336.89,120,1.0,Urban,Y
LP100940,Male,No,1,Graduate,No,Salaried,1904.14,2005.61,165.13,360,1.0,Rural,Y
LP100154,Female,No,0,Graduate,No,Salaried,4566.73,0.0,172.33,120,0.0,Urban,Y
LP100642,Male,Yes,3+,Graduate,No,Salaried,5250.5,0.0,215.47,240,0.0,Rural,N
LP100602,Male,No,0,Graduate,No,Salaried,3368.44,3229.25,293.31,240,1.0,Semiurban,Y
LP100332,Female,Yes,0,Graduate,No,Salaried,5182.39,0.0,192.61,300,1.0,Rural,Y
LP100438,Male,No,0,Not Graduate,Yes,Self-Employed,1299.81,3404.6,242.09,360,1.0,Semiurban,Y
LP100296,Male,Yes,2,Graduate,No,Salaried,2965.59,3500.56,267.7,120,1.0,Rural,Y
LP100467,Male,Yes,1,Not Graduate,No,Salaried,500,2088.43,137.45,360,1.0,Urban,Y
LP100121,Male,No,0,Not Graduate,Yes,Business Owner,3467.47,0.0,134.18,360,1.0,Rural,Y
LP100096,Male,Yes,3+,Not Graduate,No,Salaried,2897.04,2735.94,220.08,240,1.0,Semiurban,Y
LP100655,Male,Yes,3+,Graduate,No,Salaried,7907.97,1936.9,472.6,120,1.0,Semiurban,Y
LP100014,Male,Yes,2,Graduate,No,Salaried,7322.19,4267.83,422.08,120,1.0,Urban,Y
LP100159,Male,Yes,0,Not Graduate,No,Salaried,2926.31,3324.43,244.04,180,1.0,Rural,Y
LP100491,Male,No,0,Graduate,No,Salaried,3842.92,0.0,103.31,300,1.0,Semiurban,Y
LP100952,Male,No,1,Graduate,Yes,Business Owner,6331.39,0.0,246.74,180,1.0,Rural,Y
LP100899,Male,Yes,1,Graduate,Yes,Self-Employed,5168.31,0.0,193.5,240,1.0,Rural,Y
LP100749,Male,No,0,Not Graduate,No,Salaried,3725.77,1567.48,216.97,120,0.0,Rural,N
LP100601,Female,No,1,Graduate,,Salaried,8302.22,0.0,330.59,120,1.0,Rural,Y
LP100563,Male,Yes,0,Graduate,No,Salaried,4875.21,951.02,234.41,300,,Rural,N
LP100371,,No,0,Graduate,Yes,Self-Employed,2614.11,0.0,71.22,120,1.0,Rural,Y
LP100570,,Yes,0,Graduate,No,Salaried,5828.97,0.0,221.34,,1.0,Rural,Y
LP100961,Male,No,1,Not Graduate,Yes,Freelancer,1558.3,0.0,53.93,180,0.0,Semiurban,N
LP100058,Male,No,0,Graduate,No,Salaried,4303.2,4115.09,,360,1.0,Urban,Y
LP100235,Male,No,2,Graduate,No,Unemployed,957.41,3534.06,191.26,360,1.0,Urban,Y
LP100874,Male,Yes,1,Not Graduate,Yes,Self-Employed,4680.96,4908.9,369.65,360,0.0,Rural,N
LP100739,Male,Yes,2,Graduate,No,Salaried,6334.35,4763.69,466.38,240,1.0,Semiurban,Y
LP100200,Male,Yes,2,Graduate,No,Salaried,3981.53,2312.68,249.48,300,0.0,Rural,N
LP100562,Male,Yes,2,Graduate,,Salaried,7151.97,3112.51,440.28,360,,Rural,Y
LP100960,Male,No,2,Graduate,No,Salaried,6340.58,0,261.44,360,0.0,Rural,N
LP100370,Male,Yes,0,Graduate,Yes,Freelancer,4517.41,0.0,162.22,120,1.0,Semiurban,Y
LP100806,Male,Yes,0,Graduate,No,Salaried,5863.66,3828.51,355.0,300,1.0,Semiurban,Y
LP100042,Female,,0,Graduate,No,Salaried,5415.12,0.0,239.06,240,1.0,Urban,Y
LP100676,Male,Yes,2,Graduate,No,Salaried,5079.09,3616.3,360.17,120,1.0,Urban,Y
LP100440,Male,No,2,Graduate,,Salaried,3160.3,1757.22,151.22,300,1.0,Urban,Y
LP100624,,Yes,3+,Graduate,Yes,Self-Employed,4218.44,1372.2,272.61,180,1.0,Semiurban,Y
LP100959,Female,Yes,0,Graduate,Yes,Freelancer,3935.25,0.0,124.35,120,1.0,Rural,Y
LP100784,Male,Yes,2,Graduate,No,Salaried,4275.97,2917.08,336.66,180,1.0,Rural,Y
LP100509,Male,No,0,Graduate,Yes,Freelancer,2531.81,2135.9,157.86,180,1.0,Urban,Y
LP100610,Male,No,0,Graduate,No,Salaried,1739.07,0.0,10,120,,Rural,Y
LP100529,Female,No,2,Graduate,Yes,Freelancer,4295.47,0.0,148.65,120,1.0,Semiurban,Y
LP100905,Male,,2,Not Graduate,No,Salaried,1277.27,1535.07,122.56,300,1.0,Semiurban,Y
LP100797,Male,Yes,0,Graduate,Yes,Business Owner,7150.74,4774.73,456.6,300,1.0,Semiurban,Y
LP100556,Male,No,0,Not Graduate,No,Salaried,2670.62,0.0,60.69,360,0.0,Rural,N
LP100594,Female,Yes,1,Not Graduate,Yes,Self-Employed,2731.13,1736.8,211.92,120,0.0,Semiurban,N
LP100177,,,,Graduate,No,Salaried,3345.13,3649.78,301.05,180,0.0,Rural,N
LP100054,Male,Yes,0,Graduate,,Self-Employed,5522.22,1976.24,349.7,300,1.0,Urban,Y
LP100819,Female,Yes,0,Graduate,No,Salaried,5654.25,0.0,207.48,240,1.0,Rural,Y
LP100102,Female,Yes,0,Graduate,No,Salaried,4476.99,1968.14,228.03,,1.0,Semiurban,Y
LP100713,Female,Yes,1,Not Graduate,Yes,Freelancer,2750.97,0,98.52,360,0.0,Semiurban,N
LP100755,Female,Yes,2,Graduate,No,Salaried,6417.5,0.0,247.34,240,1.0,Rural,Y
LP100920,Female,Yes,2,Not Graduate,No,Salaried,4708.58,3493.05,346.32,360,1.0,Urban,Y
LP100060,Male,No,0,Graduate,No,Salaried,5738.24,5047.57,524.27,180,1.0,Urban,Y
LP100455,Female,Yes,0,Graduate,No,Salaried,5779.19,0.0,278.83,,1.0,Urban,Y
LP100696,Male,Yes,1,Graduate,Yes,Self-Employed,4322.83,2598.8,,300,,Semiurban,Y
LP100223,Male,Yes,0,Graduate,No,Salaried,3204.6,1503.18,221.37,240,1.0,Rural,Y
LP100639,Male,Yes,1,Graduate,No,Salaried,5364.23,3204.17,355.15,180,1.0,Rural,Y
LP100958,Male,Yes,0,Graduate,Yes,Freelancer,2517.88,0.0,76.46,120,1.0,Urban,Y
LP100403,Male,Yes,3+,Graduate,Yes,Self-Employed,2732.81,0,131.51,240,1.0,Semiurban,Y
LP100104,Male,Yes,0,Graduate,No,Salaried,4242.3,0.0,145.72,180,0.0,Urban,N
LP100876,Male,Yes,0,Graduate,Yes,Self-Employed,6520.66,4793.35,466.58,180,1.0,Semiurban,Y
LP100266,Male,Yes,,Not Graduate,No,Salaried,3688.6,2979.63,255.88,360,0.0,Urban,N
LP100769,Male,Yes,2,Graduate,Yes,Business Owner,8025.94,2998.72,472.46,240,1.0,Semiurban,Y
LP100901,Female,Yes,2,Not Graduate,Yes,Freelancer,2501.93,0.0,18.94,300,1.0,Semiurban,Y
LP100390,Male,Yes,0,Not Graduate,Yes,Self-Employed,2316.54,1922.21,188.85,300,1.0,Semiurban,Y
LP100699,Male,No,2,Not Graduate,Yes,Self-Employed,1720.44,640.15,59.21,300,1.0,Rural,Y
LP100037,Male,Yes,0,Graduate,No,Unemployed,1537.01,919.27,,240,0.0,Urban,N
LP100487,Male,,1,Graduate,No,Salaried,5065.89,0.0,151.23,120,1.0,Rural,Y
LP100820,Male,Yes,3+,Not Graduate,No,Salaried,4507.32,0.0,179.63,360,1.0,Urban,Y
LP100139,Male,Yes,,Not Graduate,No,Salaried,4186.7,2126.37,241.07,360,1.0,Rural,Y
LP100863,Male,No,1,Graduate,Yes,Freelancer,4354.98,0.0,184.05,240,0.0,Rural,N
LP100605,Female,Yes,0,Not Graduate,No,Salaried,2256.39,0.0,127.09,180,1.0,Urban,Y
LP100397,Male,Yes,0,Graduate,No,Salaried,8354.67,2799.77,464.72,180,0.0,Urban,N
LP100600,Male,No,0,Graduate,No,Salaried,3446.24,941.05,176.22,180,1.0,Urban,Y
LP100354,Male,No,0,Graduate,No,Salaried,5467.33,1377.96,302.29,240,1.0,Semiurban,Y
LP100513,Female,Yes,0,Not Graduate,No,Salaried,3496.65,0.0,185.61,240,1.0,Semiurban,Y
LP100640,Male,Yes,0,Graduate,Yes,Business Owner,5652.05,3053.93,346.78,120,1.0,Urban,Y
LP100502,Male,No,1,Graduate,No,Salaried,5365.26,3400.0,377.27,240,1.0,Rural,Y
LP100309,Female,Yes,1,Graduate,Yes,Business Owner,5765.04,2918.83,296.9,120,,Rural,Y
LP100614,Male,Yes,0,Not Graduate,No,Salaried,2256.83,0.0,63.98,360,0.0,Rural,N
LP100168,Male,No,3+,Not Graduate,No,Salaried,867.25,1536.41,90.93,180,1.0,Rural,Y
LP100974,Male,Yes,0,Not Graduate,Yes,Self-Employed,2712.66,0.0,164.31,240,1.0,Rural,Y
LP100062,Male,Yes,0,Graduate,No,Salaried,7575.91,925.51,385.56,240,1.0,Urban,Y
LP100630,Male,No,0,Not Graduate,No,Salaried,1783.82,1919.9,145.22,300,1.0,Semiurban,Y
LP100394,Male,Yes,0,Not Graduate,Yes,Self-Employed,3114.52,0.0,145.51,240,1.0,Semiurban,Y
LP100827,Female,No,0,Not Graduate,No,Salaried,3563.8,4349.56,331.62,180,1.0,Urban,Y
LP100947,Male,Yes,1,Graduate,No,Salaried,5745.87,0.0,243.37,,1.0,Urban,Y
LP100488,Female,No,2,Graduate,No,Salaried,5817.03,0,233.01,300,0.0,Urban,N
LP100830,Male,No,1,Graduate,No,Salaried,4691.53,3613.54,264.81,240,1.0,Rural,Y
LP100221,Male,Yes,3+,Graduate,,Salaried,2958.69,1601.86,121.78,240,1.0,Urban,Y
LP100909,Male,Yes,,Graduate,No,Salaried,5220.35,2541.69,313.34,360,1.0,Urban,Y
LP100860,Male,Yes,0,Not Graduate,No,Salaried,3436.6,0.0,153.89,360,0.0,Semiurban,N
LP100097,Male,,3+,Graduate,No,Salaried,3335.53,3432.78,314.76,300,1.0,Semiurban,Y
LP100807,Male,Yes,0,Graduate,No,Salaried,6258.72,0.0,275.03,300,1.0,Urban,Y
LP100670,Male,No,0,Graduate,No,Salaried,4336.58,3398.54,267.82,300,1.0,Urban,Y
LP100469,Male,No,1,Graduate,Yes,Business Owner,8914.82,0.0,345.1,240,0.0,Rural,N
LP100380,Male,Yes,0,Graduate,No,Unemployed,1121.68,0.0,20.2,360,1.0,Rural,Y
LP100393,Female,Yes,0,Graduate,Yes,Self-Employed,4568.96,0.0,229.07,300,0.0,Urban,N
LP100791,Male,Yes,2,Graduate,Yes,Business Owner,3692.69,0.0,178.69,,1.0,Rural,Y
LP100295,Female,Yes,3+,Graduate,No,Salaried,6224.28,883.08,235.78,180,1.0,Semiurban,Y
LP100539,Male,No,2,Graduate,Yes,Freelancer,2106.89,1387.96,166.64,180,0.0,Semiurban,N
LP100452,Female,Yes,0,Graduate,Yes,Freelancer,5488.74,0.0,217.11,240,1.0,Urban,Y
LP100718,Male,Yes,2,Graduate,,Salaried,5639.08,2995.86,355.01,120,1.0,Urban,Y
LP100656,,No,0,Graduate,No,Salaried,3229.52,0.0,91.73,240,1.0,Urban,Y
LP100968,Male,No,3+,Graduate,No,Salaried,5327.21,2462.89,294.78,300,1.0,Rural,Y
LP100048,Male,Yes,,Graduate,No,Salaried,3477.8,990.84,141.31,240,1.0,Semiurban,Y
LP100690,Male,Yes,0,Graduate,No,Salaried,4662.74,2694.4,,360,1.0,Rural,Y
LP100937,Male,Yes,2,Graduate,No,Unemployed,1449.41,0.0,44.8,180,0.0,Rural,N
LP100972,Male,Yes,0,Graduate,No,Salaried,697.6,3304.23,106.57,120,1.0,Rural,Y
LP100472,Female,No,3+,Graduate,,Freelancer,5610.92,1349.02,260.38,,1.0,Urban,Y
LP100831,Male,Yes,0,Not Graduate,Yes,Freelancer,2042.14,0.0,74.43,240,1.0,Semiurban,Y
LP100535,Female,No,3+,Graduate,No,Salaried,1840.89,2334.95,156.32,120,1.0,Semiurban,Y
LP100432,Male,No,0,Graduate,,Business Owner,9823.56,2757.5,521.6,300,0.0,Urban,N
LP100881,Male,No,0,Graduate,Yes,Freelancer,4505.16,3771.28,344.33,240,0.0,Rural,N
LP100731,Female,,0,Graduate,Yes,Business Owner,4598.48,4043.66,344.19,360,1.0,Rural,Y
LP100428,Female,No,2,Graduate,Yes,Business Owner,9122.5,0.0,383.52,360,1.0,Semiurban,Y
LP100992,Male,Yes,2,Graduate,No,Salaried,4818.33,0.0,174.65,300,,Semiurban,Y
LP100593,Male,No,0,Graduate,Yes,Business Owner,5793.79,3250.85,350.23,300,0.0,Semiurban,N
LP100199,Male,Yes,1,Graduate,No,Salaried,3780.92,0.0,187.08,,1.0,Rural,Y
LP100273,,Yes,0,Not Graduate,Yes,Freelancer,4206.32,3622.32,298.22,120,,Semiurban,Y
LP100704,Male,Yes,1,Graduate,No,Salaried,2460.71,0.0,134.27,240,0.0,Semiurban,N
LP100015,Male,Yes,1,Not Graduate,Yes,Self-Employed,903.2,3104.09,197.63,300,1.0,Urban,Y
LP100631,Male,Yes,0,Graduate,Yes,Business Owner,10563.1,0,413.94,240,1.0,Urban,Y
LP100449,Male,Yes,0,Graduate,Yes,Business Owner,6557.02,1818.87,379.17,120,1.0,Urban,Y
LP100123,Male,No,0,Graduate,No,Salaried,6246.19,2745.23,329.81,120,,Urban,Y
LP100917,Female,Yes,0,Graduate,No,Salaried,4070.62,0.0,,240,1.0,Semiurban,Y
LP100981,Male,Yes,0,Graduate,No,Salaried,4875.49,2660.3,315.12,180,0.0,Semiurban,N
LP100504,Male,Yes,2,Graduate,No,Salaried,7969.04,0,290.85,360,0.0,Semiurban,Y
LP100268,Male,No,1,Graduate,No,Salaried,1930.88,0.0,116.99,120,1.0,Urban,Y
LP100849,Male,Yes,2,Graduate,Yes,Business Owner,11679.32,0.0,442.5,120,,Semiurban,Y
LP100040,Male,No,0,Not Graduate,No,Salaried,6123.38,0,217.13,120,1.0,Rural,Y
LP100970,Male,No,0,Graduate,Yes,Business Owner,6995.81,5957.63,509.54,120,1.0,Rural,Y
LP100029,Male,Yes,1,Graduate,,Salaried,6604.23,3273.42,387.37,300,1.0,Rural,Y
LP100698,Male,No,0,Graduate,No,Salaried,3943.24,5154.62,372.27,180,1.0,Rural,Y
LP100777,Male,No,0,Not Graduate,Yes,Freelancer,4927.06,3726.9,323.19,180,1.0,Semiurban,Y
LP100204,Male,No,0,Graduate,No,Salaried,4005.74,1835.5,237.59,240,1.0,Urban,N
LP100925,Female,No,,Graduate,No,Salaried,5186.69,0.0,182.63,180,1.0,Rural,Y
LP100999,Male,No,2,Not Graduate,Yes,Self-Employed,3482.99,0.0,153.42,240,1.0,Urban,Y
LP100112,Male,Yes,2,Graduate,Yes,Self-Employed,500,2046.68,80.6,360,1.0,Rural,Y
LP100587,Male,Yes,0,Graduate,,Salaried,4087.6,2342.6,278.49,120,1.0,Rural,Y
LP100973,Female,Yes,1,Graduate,No,Salaried,9633.53,1949.8,487.36,240,1.0,Urban,Y
LP100240,Male,No,1,Graduate,Yes,Self-Employed,6068.87,0.0,184.88,240,0.0,Semiurban,N
LP100850,Female,Yes,2,Not Graduate,No,Salaried,3381.17,0.0,78.14,240,1.0,Urban,Y
LP100800,Male,Yes,1,Graduate,Yes,Business Owner,8331.99,2547.37,449.44,240,0.0,Urban,N
LP100061,Male,Yes,1,Not Graduate,No,Salaried,3110.89,0.0,138.86,300,1.0,Urban,Y
LP100478,Male,Yes,2,Graduate,No,Salaried,7562.05,1398.34,352.81,360,1.0,Rural,Y
